f_grid,d_grid,pwm_izq,pwm_der
125.0,70.0,160.0,10.0
125.0,75.0,94.0,94.0
125.0,80.0,-57.5,170.5
125.0,85.0,123.0,1.0
125.0,95.0,130.0,48.0
125.0,110.0,111.0,-19.0
125.0,155.0,172.0,52.0
130.0,5.0,38.333333333333336,108.0
130.0,10.0,88.48387096774194,98.80645161290323
130.0,15.0,88.38805970149254,84.11940298507463
130.0,20.0,104.0,89.25
130.0,25.0,29.576923076923077,40.26923076923077
130.0,30.0,92.0,78.0
130.0,35.0,81.0,95.0
130.0,45.0,162.5,13.5
130.0,50.0,143.75,27.25
130.0,55.0,175.0,39.0
130.0,60.0,135.25,39.75
130.0,65.0,59.333333333333336,-28.0
130.0,70.0,129.0,-83.0
130.0,75.0,93.25,51.75
130.0,80.0,141.5,78.5
130.0,90.0,143.66666666666666,35.666666666666664
130.0,175.0,178.0,28.0
130.0,180.0,150.0,-150.0
130.0,205.0,150.0,-150.0
135.0,5.0,85.2,115.6
135.0,10.0,81.08108108108108,106.10810810810811
135.0,15.0,93.49295774647888,93.85915492957747
135.0,20.0,115.58333333333333,86.75
135.0,25.0,48.0,72.8
135.0,50.0,112.0,30.0
135.0,55.0,122.66666666666667,36.0
135.0,60.0,104.15384615384616,-57.07692307692308
135.0,65.0,47.333333333333336,10.666666666666666
135.0,70.0,178.0,28.0
135.0,100.0,84.0,66.0
135.0,105.0,-99.5,38.5
135.0,110.0,175.0,39.0
135.0,160.0,180.0,6.0
135.0,170.0,176.0,36.0
135.0,175.0,180.0,6.0
135.0,255.0,103.0,101.0
140.0,-0.0,75.0,8.0
140.0,5.0,83.25,119.25
140.0,10.0,78.72727272727273,89.33333333333333
140.0,15.0,94.05,88.175
140.0,20.0,118.18181818181819,52.60606060606061
140.0,25.0,138.42857142857142,73.85714285714286
140.0,30.0,75.0,105.0
140.0,35.0,130.0,14.0
140.0,40.0,40.0,-40.0
140.0,45.0,121.0,133.0
140.0,50.0,161.0,79.0
140.0,55.0,121.0,133.0
140.0,60.0,77.14814814814815,56.851851851851855
140.0,65.0,150.0,-150.0
140.0,75.0,163.0,77.0
140.0,80.0,101.0,77.66666666666667
140.0,85.0,151.0,52.0
140.0,90.0,133.5,64.5
140.0,95.0,71.0,101.0
140.0,130.0,150.0,-150.0
140.0,165.0,150.0,-150.0
140.0,200.0,30.0,14.0
140.0,220.0,150.0,-150.0
140.0,305.0,150.0,-150.0
145.0,-0.0,-1.3333333333333333,20.666666666666668
145.0,5.0,41.166666666666664,98.16666666666667
145.0,10.0,76.89583333333333,74.4375
145.0,15.0,98.3859649122807,87.29824561403508
145.0,20.0,111.73333333333333,75.2
145.0,25.0,166.0,51.0
145.0,30.0,110.0,142.0
145.0,35.0,174.0,48.0
145.0,50.0,75.66666666666667,100.33333333333333
145.0,60.0,113.125,23.125
145.0,65.0,110.0,40.5
145.0,75.0,172.0,52.0
145.0,85.0,150.0,-150.0
145.0,90.0,160.85714285714286,-53.42857142857143
145.0,95.0,78.44444444444444,75.11111111111111
145.0,100.0,-37.5,29.5
145.0,115.0,-62.0,168.0
145.0,125.0,145.25,12.25
145.0,130.0,176.0,38.0
145.0,140.0,13.0,82.0
145.0,145.0,60.0,-20.0
145.0,150.0,62.0,-14.0
145.0,155.0,154.66666666666666,54.0
145.0,195.0,150.0,-150.0
145.0,200.0,103.0,101.0
145.0,230.0,150.0,-150.0
145.0,255.0,103.0,101.0
145.0,300.0,150.0,-150.0
150.0,-0.0,178.0,24.0
150.0,5.0,57.714285714285715,98.85714285714286
150.0,10.0,69.44444444444444,79.53333333333333
150.0,15.0,104.35416666666667,72.0625
150.0,20.0,128.23529411764707,68.23529411764706
150.0,25.0,127.71428571428571,52.57142857142857
150.0,30.0,174.0,48.0
150.0,35.0,133.0,47.0
150.0,50.0,163.0,28.0
150.0,60.0,117.53846153846153,-41.38461538461539
150.0,65.0,164.33333333333334,-45.666666666666664
150.0,70.0,143.0,25.0
150.0,75.0,64.0,78.0
150.0,80.0,145.0,-20.2
150.0,85.0,139.76190476190476,31.666666666666668
150.0,90.0,135.66666666666666,38.333333333333336
150.0,100.0,-166.0,68.0
150.0,105.0,163.5,41.5
150.0,110.0,128.0,32.0
150.0,120.0,132.75,23.25
150.0,125.0,145.5,-19.0
150.0,140.0,150.0,-150.0
150.0,145.0,147.33333333333334,52.0
150.0,150.0,130.75,68.75
150.0,155.0,157.0,-45.0
150.0,160.0,150.0,-150.0
150.0,195.0,122.5,-34.5
150.0,225.0,64.0,78.0
150.0,300.0,163.0,-75.0
155.0,-0.0,175.66666666666666,-4.333333333333333
155.0,5.0,74.61111111111111,90.72222222222223
155.0,10.0,74.58024691358025,78.80246913580247
155.0,15.0,103.92682926829268,77.4390243902439
155.0,20.0,96.84210526315789,57.36842105263158
155.0,25.0,117.0,66.6
155.0,30.0,168.0,66.0
155.0,40.0,153.0,30.0
155.0,45.0,173.0,23.0
155.0,60.0,126.0,52.0
155.0,65.0,147.5,42.5
155.0,70.0,146.75,37.25
155.0,80.0,109.27272727272727,53.63636363636363
155.0,85.0,126.875,60.875
155.0,90.0,157.0,63.0
155.0,100.0,118.0,110.0
155.0,105.0,126.0,44.666666666666664
155.0,110.0,126.0,34.0
155.0,115.0,127.66666666666667,68.33333333333333
155.0,120.0,95.0,81.0
155.0,130.0,64.0,30.0
155.0,150.0,116.8,87.6
155.0,225.0,163.0,3.0
160.0,5.0,20.548387096774192,49.61290322580645
160.0,10.0,51.724489795918366,68.5204081632653
160.0,15.0,80.83516483516483,70.08791208791209
160.0,20.0,74.54166666666667,51.458333333333336
160.0,25.0,104.45454545454545,87.54545454545455
160.0,30.0,134.25,70.75
160.0,50.0,180.0,-6.0
160.0,60.0,110.6,74.2
160.0,65.0,105.5,50.5
160.0,70.0,123.2,53.2
160.0,75.0,103.07142857142857,37.5
160.0,80.0,133.33333333333334,51.333333333333336
160.0,90.0,130.0,40.0
160.0,100.0,118.75,31.75
160.0,105.0,116.0,20.0
160.0,110.0,136.0,24.0
160.0,115.0,118.57142857142857,49.42857142857143
160.0,120.0,80.0,62.0
160.0,145.0,133.5,66.5
160.0,155.0,172.0,52.0
160.0,180.0,95.0,81.0
160.0,210.0,-150.0,150.0
160.0,310.0,174.0,-44.0
160.0,395.0,180.0,0.0
165.0,5.0,79.16666666666667,107.66666666666667
165.0,10.0,78.50602409638554,88.26506024096386
165.0,15.0,80.59375,65.890625
165.0,20.0,74.0,77.625
165.0,25.0,72.23529411764706,92.47058823529412
165.0,30.0,128.8,63.4
165.0,40.0,-96.0,132.0
165.0,55.0,124.0,23.333333333333332
165.0,60.0,122.66666666666667,73.33333333333333
165.0,65.0,82.0,82.0
165.0,70.0,62.6,128.2
165.0,75.0,125.875,30.625
165.0,80.0,172.0,52.0
165.0,90.0,104.5,121.5
165.0,95.0,61.0,75.0
165.0,100.0,115.0,21.0
165.0,110.0,55.0,29.0
165.0,115.0,55.0,29.0
170.0,5.0,76.64516129032258,87.74193548387096
170.0,10.0,68.7864077669903,72.28155339805825
170.0,15.0,64.16666666666667,70.86111111111111
170.0,20.0,24.26865671641791,54.53731343283582
170.0,25.0,88.07692307692308,64.84615384615384
170.0,30.0,113.4,19.4
170.0,40.0,87.0,73.0
170.0,45.0,160.0,68.0
170.0,50.0,64.0,136.0
170.0,55.0,114.0,60.0
170.0,60.0,133.0,18.333333333333332
170.0,65.0,117.125,74.125
170.0,70.0,66.0,90.0
170.0,80.0,70.0,139.0
170.0,95.0,100.0,78.0
170.0,100.0,159.0,11.0
175.0,5.0,60.32142857142857,98.89285714285714
175.0,10.0,82.27184466019418,75.84466019417475
175.0,15.0,82.82481751824818,65.94890510948905
175.0,20.0,88.13333333333334,58.666666666666664
175.0,25.0,107.0,109.22222222222223
175.0,30.0,132.4,50.0
175.0,35.0,69.0,73.0
175.0,60.0,137.75,0.5833333333333334
175.0,65.0,120.83333333333333,69.83333333333333
175.0,75.0,102.0,60.0
175.0,80.0,102.0,60.0
175.0,85.0,86.5,109.5
175.0,90.0,115.5,74.5
175.0,95.0,75.75,117.25
180.0,5.0,54.65625,100.53125
180.0,10.0,63.922077922077925,81.8961038961039
180.0,15.0,64.45384615384616,66.00769230769231
180.0,20.0,104.25,89.45
180.0,25.0,114.85714285714286,90.85714285714286
180.0,30.0,-54.0,80.0
180.0,40.0,149.0,43.0
180.0,60.0,109.18181818181819,18.454545454545453
180.0,65.0,150.0,-150.0
180.0,70.0,150.0,-150.0
180.0,75.0,32.0,13.333333333333334
180.0,80.0,107.5,-70.5
180.0,85.0,65.0,9.0
180.0,95.0,134.0,2.0
180.0,100.0,49.25,11.0
185.0,5.0,31.263157894736842,103.47368421052632
185.0,10.0,79.92307692307692,96.12820512820512
185.0,15.0,61.39316239316239,81.66666666666667
185.0,20.0,102.84210526315789,81.57894736842105
185.0,25.0,85.0,107.0
185.0,80.0,83.66666666666667,-7.0
185.0,85.0,164.0,54.0
185.0,90.0,164.0,54.0
185.0,100.0,84.0,38.0
185.0,115.0,164.0,54.0
185.0,125.0,155.5,89.5
190.0,5.0,52.411764705882355,107.94117647058823
190.0,10.0,96.85714285714286,80.57142857142857
190.0,15.0,76.34444444444445,65.07777777777778
190.0,20.0,95.3125,79.5625
190.0,25.0,92.75,115.25
190.0,60.0,18.0,32.57142857142857
190.0,75.0,55.0,73.0
190.0,80.0,39.142857142857146,68.0
190.0,85.0,151.0,97.0
190.0,95.0,88.0,40.0
190.0,165.0,164.0,54.0
195.0,-0.0,11.0,93.0
195.0,5.0,64.3157894736842,69.57894736842105
195.0,10.0,63.24657534246575,80.34246575342466
195.0,15.0,41.857142857142854,77.71428571428571
195.0,20.0,36.81395348837209,54.16279069767442
195.0,25.0,61.0,23.0
195.0,60.0,58.76470588235294,-16.176470588235293
195.0,75.0,153.0,23.0
195.0,80.0,176.0,38.0
195.0,85.0,43.0,-23.0
195.0,95.0,92.85714285714286,26.571428571428573
195.0,100.0,104.0,21.333333333333332
195.0,110.0,175.5,2.5
195.0,115.0,179.0,-17.0
195.0,145.0,150.0,-150.0
195.0,225.0,179.0,-15.0
200.0,-0.0,29.8,15.4
200.0,5.0,55.4,100.2
200.0,10.0,50.372549019607845,76.09803921568627
200.0,15.0,76.83076923076923,63.261538461538464
200.0,20.0,93.25,86.25
200.0,25.0,130.0,94.0
200.0,35.0,111.0,73.0
200.0,50.0,179.0,-15.0
200.0,60.0,146.5,24.5
200.0,65.0,129.6,-5.2
200.0,70.0,83.0,-15.0
200.0,75.0,108.5,33.5
200.0,80.0,128.0,52.0
200.0,85.0,95.0,-87.0
200.0,90.0,83.25,39.25
200.0,95.0,83.27272727272727,28.0
200.0,100.0,101.9090909090909,-10.454545454545455
200.0,105.0,65.0,-15.5
200.0,110.0,172.0,22.0
200.0,140.0,152.0,24.0
200.0,150.0,60.0,14.0
200.0,170.0,152.0,24.0
205.0,-0.0,26.857142857142858,75.14285714285714
205.0,5.0,56.11764705882353,85.05882352941177
205.0,10.0,76.83636363636364,83.52727272727273
205.0,15.0,81.54545454545455,58.15151515151515
205.0,20.0,131.0,21.5
205.0,25.0,159.0,64.0
205.0,60.0,140.0,-33.0
205.0,65.0,108.0,17.333333333333332
205.0,70.0,109.5,29.5
205.0,75.0,75.0,67.0
205.0,80.0,115.0,69.0
205.0,90.0,120.66666666666667,22.666666666666668
205.0,95.0,125.4,20.8
205.0,100.0,87.0,-21.8
205.0,105.0,172.0,22.0
205.0,150.0,60.0,14.0
205.0,160.0,75.0,67.0
205.0,185.0,74.0,28.0
205.0,270.0,150.0,-150.0
210.0,5.0,52.88461538461539,68.26923076923077
210.0,10.0,67.63414634146342,71.1951219512195
210.0,15.0,100.4,81.48571428571428
210.0,20.0,62.285714285714285,34.0
210.0,25.0,107.0,100.0
210.0,40.0,-33.285714285714285,67.57142857142857
210.0,45.0,9.0,43.0
210.0,50.0,141.33333333333334,50.0
210.0,60.0,67.42105263157895,27.0
210.0,65.0,109.85714285714286,42.42857142857143
210.0,70.0,160.0,10.0
210.0,75.0,54.5,108.5
210.0,80.0,21.0,115.0
210.0,90.0,41.333333333333336,36.13333333333333
210.0,95.0,30.444444444444443,80.66666666666667
210.0,100.0,22.0,22.666666666666668
210.0,105.0,156.0,74.0
210.0,130.0,156.0,40.0
210.0,135.0,-38.0,28.0
210.0,160.0,39.0,57.0
215.0,-0.0,11.0,93.0
215.0,5.0,36.91304347826087,69.78260869565217
215.0,10.0,86.859375,80.765625
215.0,15.0,86.76923076923077,82.15384615384616
215.0,20.0,129.5,61.833333333333336
215.0,25.0,117.55555555555556,89.77777777777777
215.0,35.0,51.0,98.0
215.0,40.0,149.5,64.5
215.0,50.0,172.0,-52.0
215.0,60.0,126.58823529411765,35.1764705882353
215.0,65.0,176.0,36.0
215.0,70.0,156.0,40.0
215.0,80.0,83.0,81.0
215.0,85.0,51.0,100.0
215.0,90.0,72.5,32.75
215.0,95.0,82.0,72.66666666666667
215.0,100.0,150.0,-150.0
215.0,105.0,145.0,31.0
215.0,125.0,85.0,67.0
215.0,155.0,83.2,69.6
220.0,-0.0,13.0,89.0
220.0,5.0,26.321428571428573,90.25
220.0,10.0,63.3125,84.60416666666667
220.0,15.0,89.86792452830188,75.0754716981132
220.0,20.0,126.36363636363636,70.18181818181819
220.0,25.0,98.57142857142857,93.14285714285714
220.0,35.0,116.0,80.0
220.0,40.0,179.0,9.0
220.0,45.0,160.0,68.0
220.0,60.0,150.0,-150.0
220.0,65.0,-150.0,150.0
220.0,70.0,-63.0,169.0
220.0,75.0,153.5,68.5
220.0,85.0,98.66666666666667,40.0
220.0,90.0,53.0,-5.0
220.0,105.0,156.0,40.0
220.0,110.0,50.0,32.0
220.0,120.0,41.5,63.5
220.0,125.0,52.333333333333336,62.333333333333336
220.0,145.0,150.0,-150.0
220.0,150.0,26.0,4.0
220.0,155.0,30.2,58.6
225.0,-0.0,150.0,-150.0
225.0,5.0,38.96666666666667,92.03333333333333
225.0,10.0,74.49090909090908,85.72727272727273
225.0,15.0,90.34146341463415,69.95121951219512
225.0,20.0,92.44444444444444,53.77777777777778
225.0,25.0,121.6,77.6
225.0,35.0,49.5,100.0
225.0,80.0,78.5,78.5
225.0,85.0,73.66666666666667,58.333333333333336
225.0,100.0,179.0,9.0
225.0,115.0,132.0,122.0
225.0,150.0,2.0,-26.0
225.0,155.0,75.0,33.0
225.0,185.0,4.0,70.0
230.0,-0.0,34.333333333333336,36.333333333333336
230.0,5.0,36.853658536585364,77.92682926829268
230.0,10.0,77.63414634146342,84.36585365853658
230.0,15.0,86.04761904761905,58.523809523809526
230.0,20.0,100.25,55.416666666666664
230.0,25.0,127.0,67.0
230.0,30.0,86.0,66.0
230.0,35.0,56.5,97.5
230.0,50.0,77.0,79.0
230.0,60.0,94.33333333333333,45.666666666666664
230.0,65.0,118.0,136.0
230.0,140.0,176.0,40.0
235.0,5.0,46.08108108108108,64.24324324324324
235.0,10.0,66.70588235294117,67.88235294117646
235.0,15.0,34.91228070175438,39.473684210526315
235.0,20.0,59.2,-4.4
235.0,25.0,109.5,89.5
235.0,60.0,54.0,54.0
235.0,75.0,127.0,67.0
240.0,-0.0,33.0,-3.0
240.0,5.0,47.25,34.4
240.0,10.0,71.52380952380952,76.38095238095238
240.0,15.0,45.65,28.35
240.0,20.0,132.8,55.2
240.0,60.0,169.5,20.5
240.0,110.0,33.0,-3.0
245.0,5.0,47.1578947368421,87.6842105263158
245.0,10.0,78.44444444444444,79.4074074074074
245.0,15.0,88.5,79.5
245.0,20.0,81.64285714285714,89.35714285714286
245.0,25.0,-76.0,136.0
245.0,30.0,175.0,-37.0
245.0,40.0,-29.0,88.2
245.0,45.0,166.0,-70.0
245.0,60.0,128.0,63.333333333333336
245.0,90.0,124.5,63.5
250.0,5.0,70.5,81.16666666666667
250.0,10.0,60.61538461538461,88.92307692307692
250.0,15.0,89.3529411764706,56.529411764705884
250.0,20.0,124.71428571428571,67.85714285714286
250.0,25.0,125.0,86.0
250.0,60.0,123.33333333333333,48.666666666666664
250.0,80.0,178.0,24.0
250.0,95.0,139.0,115.0
255.0,5.0,93.375,35.625
255.0,10.0,51.47826086956522,77.82608695652173
255.0,15.0,123.65517241379311,50.689655172413794
255.0,20.0,127.3,65.7
255.0,45.0,42.0,70.0
255.0,65.0,176.0,36.0
255.0,70.0,156.0,40.0
260.0,5.0,77.85714285714286,17.0
260.0,10.0,91.36842105263158,89.15789473684211
260.0,15.0,95.96153846153847,81.65384615384616
260.0,20.0,110.5,67.5
260.0,25.0,119.0,77.0
260.0,35.0,123.0,27.0
260.0,45.0,166.0,-70.0
260.0,60.0,123.0,42.0
260.0,75.0,156.0,40.0
265.0,5.0,-19.5,90.5
265.0,10.0,100.95833333333333,87.04166666666667
265.0,15.0,94.76190476190476,84.66666666666667
265.0,20.0,108.5,67.5
265.0,40.0,130.5,20.5
265.0,65.0,179.0,17.0
265.0,150.0,176.0,40.0
265.0,160.0,176.0,40.0
270.0,5.0,53.0,93.0
270.0,10.0,84.25,94.75
270.0,15.0,85.07692307692308,75.6923076923077
270.0,20.0,121.33333333333333,31.333333333333332
270.0,25.0,130.0,94.0
270.0,45.0,111.0,69.0
270.0,60.0,121.0,37.666666666666664
270.0,80.0,176.0,40.0
270.0,85.0,117.0,19.0
270.0,95.0,176.0,40.0
270.0,110.0,172.0,54.0
275.0,10.0,75.04347826086956,71.56521739130434
275.0,15.0,92.0,81.85714285714286
275.0,20.0,132.66666666666666,60.666666666666664
275.0,35.0,97.5,-38.5
275.0,70.0,-94.0,163.0
275.0,80.0,-150.0,150.0
275.0,95.0,173.0,23.0
280.0,5.0,114.0,140.0
280.0,10.0,61.36363636363637,63.0
280.0,15.0,94.6,79.13333333333334
280.0,20.0,128.5,51.833333333333336
280.0,35.0,93.6,44.0
280.0,40.0,123.0,27.0
280.0,60.0,55.0,27.0
280.0,95.0,28.0,94.0
285.0,5.0,111.0,141.0
285.0,10.0,67.52173913043478,79.78260869565217
285.0,15.0,41.875,70.5
285.0,20.0,113.0,81.0
285.0,25.0,179.0,11.0
285.0,35.0,41.25,69.25
285.0,60.0,167.0,67.0
290.0,5.0,58.0,118.0
290.0,10.0,78.55555555555556,79.77777777777777
290.0,15.0,77.72,80.04
290.0,20.0,97.25,77.75
290.0,30.0,41.0,27.0
290.0,45.0,111.0,69.0
290.0,85.0,51.0,65.0
295.0,-0.0,55.8,61.8
295.0,5.0,65.5,114.5
295.0,10.0,79.68,80.48
295.0,15.0,72.0,81.0
295.0,20.0,-8.5,117.0
295.0,25.0,179.0,11.0
295.0,125.0,51.0,65.0
300.0,-0.0,61.0,57.0
300.0,5.0,88.0,100.85714285714286
300.0,10.0,59.59090909090909,87.68181818181819
300.0,15.0,62.875,70.375
300.0,20.0,-8.666666666666666,96.66666666666667
300.0,70.0,178.0,24.0
300.0,75.0,71.5,53.5
300.0,110.0,82.0,50.0
305.0,-0.0,-4.0,62.0
305.0,5.0,79.55555555555556,90.66666666666667
305.0,10.0,70.47058823529412,101.76470588235294
305.0,15.0,36.4,62.13333333333333
310.0,10.0,62.90909090909091,99.9090909090909
310.0,15.0,63.458333333333336,57.625
310.0,20.0,2.142857142857143,67.28571428571429
310.0,35.0,51.0,67.0
310.0,40.0,136.0,118.0
310.0,45.0,57.0,79.66666666666667
315.0,5.0,91.0,61.0
315.0,10.0,69.06666666666666,65.2
315.0,15.0,25.52173913043478,46.91304347826087
315.0,20.0,-24.5,72.5
315.0,35.0,38.0,70.5
315.0,40.0,138.0,116.0
315.0,45.0,84.0,86.0
315.0,55.0,72.0,54.0
315.0,90.0,144.0,26.0
320.0,5.0,-60.0,26.0
320.0,10.0,83.1,77.5
320.0,15.0,63.0,45.5
320.0,40.0,110.0,100.0
320.0,45.0,138.0,116.0
320.0,50.0,19.0,85.0
320.0,55.0,4.0,70.0
320.0,60.0,76.75,90.75
320.0,90.0,35.333333333333336,83.33333333333333
320.0,145.0,82.0,84.0
320.0,310.0,19.0,85.0
325.0,5.0,87.0,85.0
325.0,10.0,72.625,91.625
325.0,15.0,72.92857142857143,90.92857142857143
325.0,20.0,11.4,105.0
325.0,25.0,6.5,43.5
325.0,30.0,-1.0,51.0
325.0,60.0,135.0,113.0
325.0,70.0,-55.0,171.0
325.0,80.0,135.0,113.0
325.0,120.0,128.0,106.0
330.0,-0.0,49.0,18.0
330.0,5.0,86.0,106.5
330.0,10.0,93.2,87.1
330.0,15.0,71.66666666666667,106.33333333333333
330.0,20.0,131.0,110.33333333333333
330.0,50.0,74.66666666666667,62.0
330.0,80.0,84.0,42.0
330.0,85.0,77.0,39.0
330.0,90.0,128.0,106.0
330.0,105.0,65.0,29.0
330.0,310.0,30.0,28.0
335.0,5.0,90.0,80.0
335.0,10.0,80.45454545454545,107.0
335.0,15.0,122.625,97.125
335.0,20.0,143.0,109.0
335.0,75.0,179.0,-19.0
335.0,80.0,91.0,45.0
335.0,105.0,91.0,45.0
340.0,10.0,72.0,118.0
340.0,15.0,101.2,102.4
340.0,20.0,136.5,108.5
340.0,30.0,179.0,-19.0
345.0,10.0,84.0,106.0
345.0,15.0,104.2,79.4
345.0,60.0,173.0,23.0
350.0,5.0,114.33333333333333,34.333333333333336
350.0,10.0,86.0,68.66666666666667
350.0,15.0,73.85714285714286,53.57142857142857
350.0,175.0,179.0,13.0
355.0,5.0,150.0,-150.0
355.0,10.0,85.25,119.75
355.0,15.0,120.33333333333333,101.0
355.0,55.0,179.0,15.0
355.0,60.0,161.5,-69.5
355.0,90.0,145.0,31.0
360.0,5.0,96.5,110.5
360.0,15.0,140.5,93.5
365.0,5.0,45.0,135.0
365.0,10.0,103.5,103.0
365.0,15.0,84.33333333333333,58.333333333333336
365.0,60.0,179.0,-19.0
365.0,95.0,89.0,61.0
370.0,10.0,90.0,98.0
370.0,15.0,97.0,121.0
375.0,5.0,62.0,114.0
375.0,10.0,90.0,138.0
375.0,15.0,111.8,75.0
375.0,50.0,66.0,38.0
375.0,60.0,90.0,52.0
380.0,5.0,143.0,101.0
380.0,10.0,81.66666666666667,75.66666666666667
380.0,15.0,97.66666666666667,103.0
380.0,50.0,121.0,17.0
380.0,60.0,163.0,-75.0
385.0,15.0,84.0,66.0
385.0,20.0,94.0,14.0
385.0,25.0,94.0,14.0
385.0,60.0,122.0,20.0
385.0,80.0,160.0,36.0
390.0,10.0,96.66666666666667,90.0
390.0,15.0,101.0,91.0
390.0,20.0,120.5,23.5
390.0,25.0,128.0,96.0
390.0,95.0,176.0,38.0
395.0,5.0,-6.0,134.0
395.0,10.0,71.0,89.0
395.0,15.0,112.2,70.2
395.0,20.0,59.0,45.0
400.0,15.0,99.5,79.0
405.0,10.0,60.0,96.0
405.0,15.0,101.33333333333333,92.66666666666667
410.0,10.0,59.0,97.0
410.0,15.0,144.0,100.0
410.0,20.0,116.0,98.0
410.0,30.0,54.0,28.0
410.0,60.0,128.0,92.0
415.0,15.0,104.33333333333333,89.33333333333333
415.0,20.0,116.0,98.0
420.0,15.0,121.4,101.8
420.0,20.0,105.0,91.0
420.0,55.0,96.0,60.0
420.0,90.0,119.0,87.0
425.0,10.0,123.5,88.5
425.0,15.0,108.5,84.83333333333333
425.0,60.0,146.0,104.0
425.0,95.0,152.0,38.0
430.0,5.0,85.0,133.0
430.0,10.0,77.33333333333333,110.0
430.0,15.0,128.0,102.0
430.0,30.0,-111.0,141.0
435.0,10.0,55.54545454545455,75.9090909090909
435.0,15.0,72.0,101.0
435.0,60.0,104.0,68.0
440.0,10.0,106.0,79.33333333333333
